id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
3746,Headline 3746,Anonymous,Content of news article 3746,Independent,2021-07-25 06:00:00,56,112,4,-0.6708374379073874,0
3747,Headline 3747,Anonymous,Content of news article 3747,News Source 1,2021-07-25 12:00:00,5,2508,5,0.8892435376630676,0
3748,Headline 3748,Reporter X,Content of news article 3748,Independent,2021-07-25 18:00:00,89,969,15,-0.8495671179831061,1
3749,Headline 3749,Jane Smith,Content of news article 3749,News Source 1,2021-07-26 00:00:00,6,3343,9,-0.17642128404905844,0
3750,Headline 3750,Jane Smith,Content of news article 3750,Independent,2021-07-26 06:00:00,63,3030,7,0.23334036617948772,0
3751,Headline 3751,John Doe,Content of news article 3751,News Source 2,2021-07-26 12:00:00,72,4128,15,0.35275918769946224,0
3752,Headline 3752,Anonymous,Content of news article 3752,News Source 1,2021-07-26 18:00:00,6,4771,6,-0.7834464744796721,1
3753,Headline 3753,John Doe,Content of news article 3753,News Source 1,2021-07-27 00:00:00,29,2699,15,-0.42533898925664926,0
3754,Headline 3754,Jane Smith,Content of news article 3754,Blog,2021-07-27 06:00:00,33,1005,14,-0.4616421087607272,1
3755,Headline 3755,Jane Smith,Content of news article 3755,Blog,2021-07-27 12:00:00,67,3209,6,-0.8408672384992235,0
3756,Headline 3756,Anonymous,Content of news article 3756,Independent,2021-07-27 18:00:00,46,4712,6,0.20404304461272127,1
3757,Headline 3757,Jane Smith,Content of news article 3757,News Source 1,2021-07-28 00:00:00,89,97,8,0.7533366659041654,0
3758,Headline 3758,Jane Smith,Content of news article 3758,News Source 1,2021-07-28 06:00:00,24,58,11,-0.08100465712414362,1
3759,Headline 3759,Jane Smith,Content of news article 3759,News Source 1,2021-07-28 12:00:00,15,271,4,-0.5631217526105594,1
3760,Headline 3760,John Doe,Content of news article 3760,News Source 1,2021-07-28 18:00:00,0,3402,13,-0.2813955197609872,0
3761,Headline 3761,Jane Smith,Content of news article 3761,News Source 2,2021-07-29 00:00:00,45,1072,14,-0.4106983334214638,0
3762,Headline 3762,Anonymous,Content of news article 3762,News Source 2,2021-07-29 06:00:00,11,756,9,0.31701125789718865,0
3763,Headline 3763,Anonymous,Content of news article 3763,Independent,2021-07-29 12:00:00,75,198,2,0.9066522013491192,1
3764,Headline 3764,Jane Smith,Content of news article 3764,News Source 2,2021-07-29 18:00:00,39,3011,2,-0.5340999250506235,1
3765,Headline 3765,Anonymous,Content of news article 3765,Independent,2021-07-30 00:00:00,3,2085,7,-0.40180056003929265,0
3766,Headline 3766,John Doe,Content of news article 3766,News Source 1,2021-07-30 06:00:00,72,3354,6,0.009055585404822875,1
3767,Headline 3767,Reporter X,Content of news article 3767,News Source 2,2021-07-30 12:00:00,10,2791,14,-0.3657766638741833,1
3768,Headline 3768,Jane Smith,Content of news article 3768,News Source 1,2021-07-30 18:00:00,2,1231,9,-0.1426332097362093,0
3769,Headline 3769,John Doe,Content of news article 3769,Independent,2021-07-31 00:00:00,31,4125,5,0.1816667059480921,0
3770,Headline 3770,Anonymous,Content of news article 3770,Independent,2021-07-31 06:00:00,9,1878,13,0.9410030204493045,1
3771,Headline 3771,John Doe,Content of news article 3771,News Source 1,2021-07-31 12:00:00,92,3711,8,0.2721689005700427,0
3772,Headline 3772,Anonymous,Content of news article 3772,Blog,2021-07-31 18:00:00,2,3155,3,0.9963157797118558,1
3773,Headline 3773,Reporter X,Content of news article 3773,Independent,2021-08-01 00:00:00,73,1541,10,0.9181308086345146,0
3774,Headline 3774,Anonymous,Content of news article 3774,Blog,2021-08-01 06:00:00,85,4491,6,0.0283406158094357,0
3775,Headline 3775,John Doe,Content of news article 3775,News Source 1,2021-08-01 12:00:00,98,3288,10,0.13966499847426328,1
3776,Headline 3776,Jane Smith,Content of news article 3776,News Source 1,2021-08-01 18:00:00,20,3704,10,0.7452750576958966,0
3777,Headline 3777,Jane Smith,Content of news article 3777,News Source 1,2021-08-02 00:00:00,29,2270,8,-0.6769240833720713,0
3778,Headline 3778,Anonymous,Content of news article 3778,News Source 2,2021-08-02 06:00:00,21,230,5,-0.9535367479088044,1
3779,Headline 3779,Anonymous,Content of news article 3779,News Source 1,2021-08-02 12:00:00,38,2472,8,-0.9667836322869321,1
3780,Headline 3780,Reporter X,Content of news article 3780,News Source 1,2021-08-02 18:00:00,52,1461,7,0.8223296481904896,1
3781,Headline 3781,John Doe,Content of news article 3781,News Source 2,2021-08-03 00:00:00,19,3204,8,-0.40643530242455883,0
3782,Headline 3782,Reporter X,Content of news article 3782,News Source 2,2021-08-03 06:00:00,49,4757,2,-0.38302921189327344,1
3783,Headline 3783,Reporter X,Content of news article 3783,News Source 2,2021-08-03 12:00:00,44,4799,2,0.6107172649006616,0
3784,Headline 3784,Anonymous,Content of news article 3784,Independent,2021-08-03 18:00:00,12,3879,1,0.925376533196661,1
3785,Headline 3785,Anonymous,Content of news article 3785,Independent,2021-08-04 00:00:00,53,4601,1,0.08026665476725592,1
3786,Headline 3786,Anonymous,Content of news article 3786,Independent,2021-08-04 06:00:00,66,2258,7,-0.8762855935239713,0
3787,Headline 3787,Jane Smith,Content of news article 3787,Blog,2021-08-04 12:00:00,29,3349,7,-0.5214184031848224,1
3788,Headline 3788,John Doe,Content of news article 3788,Independent,2021-08-04 18:00:00,92,376,2,0.7859860664472544,0
3789,Headline 3789,Jane Smith,Content of news article 3789,Independent,2021-08-05 00:00:00,67,2886,9,0.07990163993234378,1
3790,Headline 3790,John Doe,Content of news article 3790,Independent,2021-08-05 06:00:00,67,1857,9,0.23528892929298784,0
3791,Headline 3791,Reporter X,Content of news article 3791,News Source 1,2021-08-05 12:00:00,72,1879,12,-0.3051378991232385,1
3792,Headline 3792,Anonymous,Content of news article 3792,News Source 1,2021-08-05 18:00:00,50,3439,10,-0.47494742294381376,1
3793,Headline 3793,John Doe,Content of news article 3793,News Source 1,2021-08-06 00:00:00,64,827,14,0.5756548922405489,0
3794,Headline 3794,Jane Smith,Content of news article 3794,News Source 2,2021-08-06 06:00:00,26,2207,13,0.5207245398834217,1
3795,Headline 3795,Anonymous,Content of news article 3795,News Source 1,2021-08-06 12:00:00,41,2342,1,0.4596317693461811,0
3796,Headline 3796,Anonymous,Content of news article 3796,News Source 2,2021-08-06 18:00:00,16,912,13,0.9111773044403491,1
3797,Headline 3797,Reporter X,Content of news article 3797,Blog,2021-08-07 00:00:00,13,1474,8,0.6909545052160477,1
3798,Headline 3798,Reporter X,Content of news article 3798,News Source 2,2021-08-07 06:00:00,92,1877,11,-0.35627868635783755,1
3799,Headline 3799,Anonymous,Content of news article 3799,Independent,2021-08-07 12:00:00,68,494,2,-0.484445406980772,0
3800,Headline 3800,Anonymous,Content of news article 3800,Independent,2021-08-07 18:00:00,19,3436,14,-0.4687490532122176,0
3801,Headline 3801,Reporter X,Content of news article 3801,Independent,2021-08-08 00:00:00,11,1000,5,0.42477108495616345,0
3802,Headline 3802,John Doe,Content of news article 3802,News Source 1,2021-08-08 06:00:00,40,866,11,0.5986740682212062,0
3803,Headline 3803,Jane Smith,Content of news article 3803,News Source 1,2021-08-08 12:00:00,4,4875,3,0.13157495097150385,0
3804,Headline 3804,Reporter X,Content of news article 3804,News Source 2,2021-08-08 18:00:00,46,2015,4,0.80172141217334,0
3805,Headline 3805,Reporter X,Content of news article 3805,Blog,2021-08-09 00:00:00,46,498,10,-0.30593044945210024,0
3806,Headline 3806,Reporter X,Content of news article 3806,Blog,2021-08-09 06:00:00,12,2091,11,0.8039914635603691,1
3807,Headline 3807,Jane Smith,Content of news article 3807,News Source 2,2021-08-09 12:00:00,100,2279,15,-0.43207426479256705,1
3808,Headline 3808,Anonymous,Content of news article 3808,News Source 1,2021-08-09 18:00:00,55,593,4,-0.34323102375436565,1
3809,Headline 3809,John Doe,Content of news article 3809,News Source 1,2021-08-10 00:00:00,95,2908,15,-0.2770361001123258,1
3810,Headline 3810,Reporter X,Content of news article 3810,Blog,2021-08-10 06:00:00,30,2305,4,0.6485504615578639,0
3811,Headline 3811,Reporter X,Content of news article 3811,News Source 2,2021-08-10 12:00:00,19,4766,2,-0.056970173704820715,0
3812,Headline 3812,Anonymous,Content of news article 3812,News Source 1,2021-08-10 18:00:00,85,3398,6,0.5619817014342683,1
3813,Headline 3813,John Doe,Content of news article 3813,Independent,2021-08-11 00:00:00,72,46,9,-0.5631372384402007,0
3814,Headline 3814,John Doe,Content of news article 3814,Blog,2021-08-11 06:00:00,55,2542,12,-0.10670252381426737,1
3815,Headline 3815,Anonymous,Content of news article 3815,News Source 2,2021-08-11 12:00:00,54,861,12,-0.29835429545149883,0
3816,Headline 3816,Jane Smith,Content of news article 3816,Independent,2021-08-11 18:00:00,44,1950,11,0.13779295056658913,0
3817,Headline 3817,Reporter X,Content of news article 3817,Blog,2021-08-12 00:00:00,32,3744,13,-0.6515015783490328,0
3818,Headline 3818,Anonymous,Content of news article 3818,News Source 1,2021-08-12 06:00:00,5,2866,2,0.6995305145128188,1
3819,Headline 3819,Reporter X,Content of news article 3819,News Source 2,2021-08-12 12:00:00,76,2221,6,-0.5257906738837037,0
3820,Headline 3820,Reporter X,Content of news article 3820,News Source 2,2021-08-12 18:00:00,81,3842,8,-0.8261286091831292,0
3821,Headline 3821,Jane Smith,Content of news article 3821,News Source 2,2021-08-13 00:00:00,98,2896,1,-0.7185490098515155,0
3822,Headline 3822,Reporter X,Content of news article 3822,Blog,2021-08-13 06:00:00,11,4028,6,0.37504556605979,0
3823,Headline 3823,Reporter X,Content of news article 3823,Blog,2021-08-13 12:00:00,89,486,1,0.847658308120347,0
3824,Headline 3824,Jane Smith,Content of news article 3824,News Source 2,2021-08-13 18:00:00,93,769,7,-0.6992750862069486,0
3825,Headline 3825,Reporter X,Content of news article 3825,Independent,2021-08-14 00:00:00,39,4216,13,-0.7605011252224225,1
3826,Headline 3826,John Doe,Content of news article 3826,Blog,2021-08-14 06:00:00,49,2335,1,0.08533040562015048,0
3827,Headline 3827,John Doe,Content of news article 3827,Blog,2021-08-14 12:00:00,28,893,5,-0.31588014994543445,0
3828,Headline 3828,John Doe,Content of news article 3828,Blog,2021-08-14 18:00:00,46,2779,14,-0.17463358010228225,0
3829,Headline 3829,Jane Smith,Content of news article 3829,News Source 1,2021-08-15 00:00:00,100,1345,15,-0.48471348310640505,0
3830,Headline 3830,Anonymous,Content of news article 3830,Blog,2021-08-15 06:00:00,82,4415,14,-0.2183021207430067,1
3831,Headline 3831,Anonymous,Content of news article 3831,News Source 1,2021-08-15 12:00:00,3,3823,6,0.6266894448971907,0
3832,Headline 3832,Reporter X,Content of news article 3832,News Source 2,2021-08-15 18:00:00,61,2939,10,0.7453333240511459,0
3833,Headline 3833,John Doe,Content of news article 3833,News Source 2,2021-08-16 00:00:00,28,4474,2,-0.03528640053922061,0
3834,Headline 3834,Reporter X,Content of news article 3834,Blog,2021-08-16 06:00:00,43,1833,9,-0.2553817036828492,0
3835,Headline 3835,Anonymous,Content of news article 3835,Independent,2021-08-16 12:00:00,1,760,9,0.7065326158092176,0
3836,Headline 3836,John Doe,Content of news article 3836,News Source 2,2021-08-16 18:00:00,11,4436,6,0.39037311286856413,1
3837,Headline 3837,Reporter X,Content of news article 3837,Independent,2021-08-17 00:00:00,24,876,4,0.6930348993558626,1
3838,Headline 3838,John Doe,Content of news article 3838,Independent,2021-08-17 06:00:00,38,2719,6,-0.062916866799275,0
3839,Headline 3839,Anonymous,Content of news article 3839,Blog,2021-08-17 12:00:00,84,3152,6,0.23777795678473135,0
3840,Headline 3840,Reporter X,Content of news article 3840,News Source 1,2021-08-17 18:00:00,99,578,11,0.24996927847947714,1
3841,Headline 3841,Reporter X,Content of news article 3841,News Source 2,2021-08-18 00:00:00,86,3487,1,-0.2130252996639319,0
3842,Headline 3842,Reporter X,Content of news article 3842,Blog,2021-08-18 06:00:00,71,3091,2,-0.8540236087604176,1
3843,Headline 3843,John Doe,Content of news article 3843,News Source 2,2021-08-18 12:00:00,23,2297,11,0.3292812430908074,0
3844,Headline 3844,John Doe,Content of news article 3844,Independent,2021-08-18 18:00:00,0,4358,7,0.9532700481667866,0
3845,Headline 3845,Anonymous,Content of news article 3845,News Source 2,2021-08-19 00:00:00,19,1105,5,0.7438289912731861,0
3846,Headline 3846,Anonymous,Content of news article 3846,Independent,2021-08-19 06:00:00,89,906,3,-0.8462457131050509,1
3847,Headline 3847,Jane Smith,Content of news article 3847,Independent,2021-08-19 12:00:00,73,3752,12,0.6656137373659066,1
3848,Headline 3848,John Doe,Content of news article 3848,Independent,2021-08-19 18:00:00,12,1996,2,0.4685604635988463,0
3849,Headline 3849,John Doe,Content of news article 3849,News Source 2,2021-08-20 00:00:00,31,1301,7,0.02361678816244628,0
3850,Headline 3850,Jane Smith,Content of news article 3850,News Source 1,2021-08-20 06:00:00,72,2082,12,0.2707809340125866,0
3851,Headline 3851,Jane Smith,Content of news article 3851,Blog,2021-08-20 12:00:00,15,2944,10,-0.43349866590215536,0
3852,Headline 3852,Reporter X,Content of news article 3852,Independent,2021-08-20 18:00:00,62,4047,3,-0.9663959925171164,1
3853,Headline 3853,Anonymous,Content of news article 3853,Independent,2021-08-21 00:00:00,38,1497,2,0.6909408505474741,0
3854,Headline 3854,John Doe,Content of news article 3854,Blog,2021-08-21 06:00:00,99,4802,3,-0.16556728704822676,1
3855,Headline 3855,Anonymous,Content of news article 3855,Blog,2021-08-21 12:00:00,100,4287,9,0.7601455165975199,0
3856,Headline 3856,Jane Smith,Content of news article 3856,Blog,2021-08-21 18:00:00,98,3475,9,0.13717666781243398,0
3857,Headline 3857,John Doe,Content of news article 3857,Blog,2021-08-22 00:00:00,39,1052,8,-0.34893510258703353,0
3858,Headline 3858,John Doe,Content of news article 3858,News Source 2,2021-08-22 06:00:00,95,809,6,-0.7478384089937102,0
3859,Headline 3859,John Doe,Content of news article 3859,Blog,2021-08-22 12:00:00,11,1359,8,0.10108112099694333,1
3860,Headline 3860,Jane Smith,Content of news article 3860,News Source 1,2021-08-22 18:00:00,83,4581,3,-0.9249087839602508,1
3861,Headline 3861,Anonymous,Content of news article 3861,Independent,2021-08-23 00:00:00,54,942,10,-0.06787872037314613,0
3862,Headline 3862,Reporter X,Content of news article 3862,News Source 1,2021-08-23 06:00:00,27,2524,2,0.4320904210487795,0
3863,Headline 3863,Jane Smith,Content of news article 3863,News Source 1,2021-08-23 12:00:00,26,2514,3,-0.0846361813086891,1
3864,Headline 3864,Reporter X,Content of news article 3864,Blog,2021-08-23 18:00:00,89,971,12,-0.5655946837840085,0
3865,Headline 3865,Anonymous,Content of news article 3865,Blog,2021-08-24 00:00:00,65,1569,3,-0.5458837068401075,1
3866,Headline 3866,John Doe,Content of news article 3866,News Source 2,2021-08-24 06:00:00,41,2748,1,0.15791211311082787,0
3867,Headline 3867,Jane Smith,Content of news article 3867,Blog,2021-08-24 12:00:00,49,1991,2,-0.5296918013174943,1
3868,Headline 3868,Anonymous,Content of news article 3868,Independent,2021-08-24 18:00:00,56,1977,14,-0.9716979888627293,0
3869,Headline 3869,Anonymous,Content of news article 3869,Independent,2021-08-25 00:00:00,28,2194,15,-0.9775834138598627,1
3870,Headline 3870,Anonymous,Content of news article 3870,Independent,2021-08-25 06:00:00,50,2854,6,0.7638230927711005,1
3871,Headline 3871,Anonymous,Content of news article 3871,Blog,2021-08-25 12:00:00,24,3830,15,-0.4371645091174632,1
3872,Headline 3872,John Doe,Content of news article 3872,News Source 2,2021-08-25 18:00:00,89,118,13,-0.6220778904518858,0
3873,Headline 3873,John Doe,Content of news article 3873,Independent,2021-08-26 00:00:00,5,1665,12,0.19764032373947393,0
3874,Headline 3874,Anonymous,Content of news article 3874,News Source 1,2021-08-26 06:00:00,85,4898,14,0.559980622365257,1
3875,Headline 3875,Jane Smith,Content of news article 3875,Blog,2021-08-26 12:00:00,26,3491,9,-0.0611791320462971,1
3876,Headline 3876,Anonymous,Content of news article 3876,Independent,2021-08-26 18:00:00,65,1236,8,0.5069375673409213,0
3877,Headline 3877,Anonymous,Content of news article 3877,Blog,2021-08-27 00:00:00,46,4347,2,0.635892595257153,1
3878,Headline 3878,John Doe,Content of news article 3878,News Source 2,2021-08-27 06:00:00,57,4918,12,-0.0033409466208422778,0
3879,Headline 3879,Reporter X,Content of news article 3879,News Source 1,2021-08-27 12:00:00,99,804,8,0.7142231384647502,1
3880,Headline 3880,Anonymous,Content of news article 3880,Independent,2021-08-27 18:00:00,94,4957,5,-0.6008144831285531,1
3881,Headline 3881,Jane Smith,Content of news article 3881,News Source 2,2021-08-28 00:00:00,59,889,14,0.5246343825819237,1
3882,Headline 3882,Anonymous,Content of news article 3882,Independent,2021-08-28 06:00:00,75,3506,10,-0.18089489244181922,1
3883,Headline 3883,Jane Smith,Content of news article 3883,Blog,2021-08-28 12:00:00,78,4832,3,0.4199233588540132,0
3884,Headline 3884,Anonymous,Content of news article 3884,Independent,2021-08-28 18:00:00,70,4795,3,0.4328062084762698,0
3885,Headline 3885,Reporter X,Content of news article 3885,Independent,2021-08-29 00:00:00,72,4298,1,-0.1651078599839526,0
3886,Headline 3886,John Doe,Content of news article 3886,Blog,2021-08-29 06:00:00,59,3557,3,-0.8377034537845256,0
3887,Headline 3887,Reporter X,Content of news article 3887,News Source 1,2021-08-29 12:00:00,82,825,9,0.5903859876242508,1
3888,Headline 3888,Anonymous,Content of news article 3888,News Source 1,2021-08-29 18:00:00,90,2274,12,-0.6685553321965414,1
3889,Headline 3889,Reporter X,Content of news article 3889,News Source 2,2021-08-30 00:00:00,17,3776,5,-0.5722661209864015,0
3890,Headline 3890,Jane Smith,Content of news article 3890,Blog,2021-08-30 06:00:00,67,1052,6,0.12933870109884937,1
3891,Headline 3891,Jane Smith,Content of news article 3891,News Source 1,2021-08-30 12:00:00,34,3774,5,-0.4558538762645119,1
3892,Headline 3892,Anonymous,Content of news article 3892,News Source 2,2021-08-30 18:00:00,26,4705,7,-0.5476471748985181,1
3893,Headline 3893,Jane Smith,Content of news article 3893,Blog,2021-08-31 00:00:00,78,1769,10,0.5387461658260602,1
3894,Headline 3894,Jane Smith,Content of news article 3894,Blog,2021-08-31 06:00:00,4,4959,14,-0.038999219625698966,0
3895,Headline 3895,Jane Smith,Content of news article 3895,Blog,2021-08-31 12:00:00,45,3544,7,-0.038196132725755616,0
3896,Headline 3896,John Doe,Content of news article 3896,News Source 1,2021-08-31 18:00:00,63,4280,10,-0.97052791893196,0
3897,Headline 3897,Reporter X,Content of news article 3897,News Source 2,2021-09-01 00:00:00,77,4569,15,0.9861417842892233,1
3898,Headline 3898,Anonymous,Content of news article 3898,Independent,2021-09-01 06:00:00,97,2388,13,-0.040178198080879746,1
3899,Headline 3899,John Doe,Content of news article 3899,News Source 2,2021-09-01 12:00:00,92,3688,11,-0.7218827396707881,1
3900,Headline 3900,John Doe,Content of news article 3900,News Source 1,2021-09-01 18:00:00,80,2775,1,-0.909536850425336,1
3901,Headline 3901,John Doe,Content of news article 3901,News Source 2,2021-09-02 00:00:00,24,4363,5,-0.5857417420009345,0
3902,Headline 3902,Reporter X,Content of news article 3902,News Source 2,2021-09-02 06:00:00,39,1867,10,0.597117057743304,1
3903,Headline 3903,Reporter X,Content of news article 3903,Blog,2021-09-02 12:00:00,100,4291,15,0.37063312899276735,1
3904,Headline 3904,Anonymous,Content of news article 3904,News Source 2,2021-09-02 18:00:00,42,890,2,0.33101874529188224,0
3905,Headline 3905,John Doe,Content of news article 3905,News Source 2,2021-09-03 00:00:00,66,3450,10,0.0841818495503095,1
3906,Headline 3906,Anonymous,Content of news article 3906,News Source 1,2021-09-03 06:00:00,11,2763,12,-0.0010475923192387881,0
3907,Headline 3907,Reporter X,Content of news article 3907,News Source 2,2021-09-03 12:00:00,65,4657,8,0.37286129911545096,1
3908,Headline 3908,Jane Smith,Content of news article 3908,News Source 1,2021-09-03 18:00:00,96,1292,3,-0.8445193317404394,1
3909,Headline 3909,John Doe,Content of news article 3909,News Source 2,2021-09-04 00:00:00,23,1206,10,-0.8917561268031795,1
3910,Headline 3910,Reporter X,Content of news article 3910,Independent,2021-09-04 06:00:00,33,4231,15,-0.7335582542128987,0
3911,Headline 3911,John Doe,Content of news article 3911,News Source 1,2021-09-04 12:00:00,8,3025,12,0.22337985381735148,0
3912,Headline 3912,John Doe,Content of news article 3912,News Source 2,2021-09-04 18:00:00,0,899,7,-0.1781222717727371,1
3913,Headline 3913,Anonymous,Content of news article 3913,News Source 1,2021-09-05 00:00:00,15,3280,4,-0.4178852169240017,1
3914,Headline 3914,Anonymous,Content of news article 3914,News Source 1,2021-09-05 06:00:00,51,4565,10,0.18010409792768445,1
3915,Headline 3915,Jane Smith,Content of news article 3915,News Source 1,2021-09-05 12:00:00,55,2907,4,0.3979399420399219,1
3916,Headline 3916,John Doe,Content of news article 3916,Independent,2021-09-05 18:00:00,27,1397,2,0.9837107500814974,0
3917,Headline 3917,Jane Smith,Content of news article 3917,Blog,2021-09-06 00:00:00,75,4777,4,0.39680007520634386,1
3918,Headline 3918,Jane Smith,Content of news article 3918,Blog,2021-09-06 06:00:00,55,1704,3,0.39708047738571395,1
3919,Headline 3919,John Doe,Content of news article 3919,News Source 2,2021-09-06 12:00:00,6,3479,3,0.9464890876101033,1
3920,Headline 3920,Anonymous,Content of news article 3920,News Source 2,2021-09-06 18:00:00,25,4499,4,0.58647993468027,1
3921,Headline 3921,Reporter X,Content of news article 3921,News Source 2,2021-09-07 00:00:00,86,81,5,0.4854821732258514,0
3922,Headline 3922,John Doe,Content of news article 3922,Independent,2021-09-07 06:00:00,22,2466,1,0.9172928887157208,1
3923,Headline 3923,Reporter X,Content of news article 3923,Blog,2021-09-07 12:00:00,69,4014,5,0.02658847357939842,1
3924,Headline 3924,Reporter X,Content of news article 3924,Independent,2021-09-07 18:00:00,59,508,11,-0.7417775324994853,0
3925,Headline 3925,Reporter X,Content of news article 3925,News Source 2,2021-09-08 00:00:00,36,177,6,-0.5126428743181581,0
3926,Headline 3926,Jane Smith,Content of news article 3926,News Source 2,2021-09-08 06:00:00,99,1454,8,0.19355409165215254,0
3927,Headline 3927,Jane Smith,Content of news article 3927,News Source 1,2021-09-08 12:00:00,51,1334,12,0.6092749673328131,0
3928,Headline 3928,Reporter X,Content of news article 3928,Blog,2021-09-08 18:00:00,0,2164,8,0.8578940674604634,1
3929,Headline 3929,Reporter X,Content of news article 3929,Blog,2021-09-09 00:00:00,74,1722,5,-0.2752038359340139,1
3930,Headline 3930,John Doe,Content of news article 3930,News Source 2,2021-09-09 06:00:00,8,3922,5,-0.18353631953085348,1
3931,Headline 3931,Anonymous,Content of news article 3931,Blog,2021-09-09 12:00:00,73,4667,15,-0.5706363304442272,0
3932,Headline 3932,Anonymous,Content of news article 3932,Blog,2021-09-09 18:00:00,91,1626,7,-0.1425803082979129,1
3933,Headline 3933,Anonymous,Content of news article 3933,Independent,2021-09-10 00:00:00,47,4638,3,0.28375491216322635,0
3934,Headline 3934,John Doe,Content of news article 3934,News Source 1,2021-09-10 06:00:00,95,1877,15,0.6227984583508339,0
3935,Headline 3935,Reporter X,Content of news article 3935,Blog,2021-09-10 12:00:00,78,2391,4,0.8697099778222732,1
3936,Headline 3936,John Doe,Content of news article 3936,Blog,2021-09-10 18:00:00,11,1094,1,0.8743541265529646,0
3937,Headline 3937,John Doe,Content of news article 3937,Blog,2021-09-11 00:00:00,89,251,12,0.9494125593719107,0
3938,Headline 3938,Anonymous,Content of news article 3938,Independent,2021-09-11 06:00:00,27,751,13,-0.4844669162618753,1
3939,Headline 3939,Reporter X,Content of news article 3939,News Source 2,2021-09-11 12:00:00,85,635,12,0.6424127357937728,1
3940,Headline 3940,Reporter X,Content of news article 3940,Blog,2021-09-11 18:00:00,28,2926,8,-0.40019514855581395,1
3941,Headline 3941,Reporter X,Content of news article 3941,News Source 2,2021-09-12 00:00:00,95,3108,13,-0.12701637641323815,0
3942,Headline 3942,Anonymous,Content of news article 3942,News Source 1,2021-09-12 06:00:00,21,1194,10,0.5779494640461922,1
3943,Headline 3943,Anonymous,Content of news article 3943,News Source 1,2021-09-12 12:00:00,92,4297,7,0.2896573470219832,0
3944,Headline 3944,Anonymous,Content of news article 3944,News Source 1,2021-09-12 18:00:00,21,4763,6,-0.2713361321145167,1
3945,Headline 3945,Jane Smith,Content of news article 3945,Independent,2021-09-13 00:00:00,50,3301,4,0.695867641225896,0
3946,Headline 3946,Reporter X,Content of news article 3946,Independent,2021-09-13 06:00:00,47,1527,11,0.045733951007936424,0
3947,Headline 3947,Reporter X,Content of news article 3947,News Source 1,2021-09-13 12:00:00,87,4194,2,0.6193564538156349,0
3948,Headline 3948,Anonymous,Content of news article 3948,Independent,2021-09-13 18:00:00,24,635,6,-0.8271892270058421,1
3949,Headline 3949,Anonymous,Content of news article 3949,News Source 2,2021-09-14 00:00:00,61,4113,12,-0.8005023553823738,0
3950,Headline 3950,John Doe,Content of news article 3950,News Source 1,2021-09-14 06:00:00,16,532,14,-0.05559638385486165,0
3951,Headline 3951,John Doe,Content of news article 3951,Blog,2021-09-14 12:00:00,17,4878,15,-0.21538171777550374,0
3952,Headline 3952,John Doe,Content of news article 3952,Independent,2021-09-14 18:00:00,27,956,2,-0.3764978317712555,0
3953,Headline 3953,Reporter X,Content of news article 3953,News Source 2,2021-09-15 00:00:00,50,999,1,-0.38222418684148973,1
3954,Headline 3954,Reporter X,Content of news article 3954,News Source 2,2021-09-15 06:00:00,64,1594,10,-0.32586160630657646,0
3955,Headline 3955,Reporter X,Content of news article 3955,News Source 1,2021-09-15 12:00:00,22,3482,3,0.7126857839803344,1
3956,Headline 3956,Reporter X,Content of news article 3956,Independent,2021-09-15 18:00:00,69,310,9,0.11138893735938171,0
3957,Headline 3957,John Doe,Content of news article 3957,Blog,2021-09-16 00:00:00,57,2757,3,0.3161141447251046,1
3958,Headline 3958,Anonymous,Content of news article 3958,News Source 1,2021-09-16 06:00:00,98,2778,13,-0.9766708910584274,0
3959,Headline 3959,Anonymous,Content of news article 3959,News Source 2,2021-09-16 12:00:00,38,252,9,-0.39165389555625696,0
3960,Headline 3960,Anonymous,Content of news article 3960,News Source 2,2021-09-16 18:00:00,4,1209,7,-0.9216991862244635,1
3961,Headline 3961,Reporter X,Content of news article 3961,Blog,2021-09-17 00:00:00,52,2404,6,0.41295950168117357,1
3962,Headline 3962,Reporter X,Content of news article 3962,News Source 2,2021-09-17 06:00:00,49,2086,1,-0.44473086142072193,1
3963,Headline 3963,Reporter X,Content of news article 3963,Independent,2021-09-17 12:00:00,12,4119,11,-0.806139775237114,0
3964,Headline 3964,John Doe,Content of news article 3964,News Source 1,2021-09-17 18:00:00,52,1433,9,0.5520636576824391,1
3965,Headline 3965,Reporter X,Content of news article 3965,News Source 1,2021-09-18 00:00:00,68,1533,10,-0.46394306339556124,0
3966,Headline 3966,John Doe,Content of news article 3966,Blog,2021-09-18 06:00:00,30,3588,2,0.4885161423921789,0
3967,Headline 3967,Jane Smith,Content of news article 3967,News Source 1,2021-09-18 12:00:00,85,3485,10,-0.757872626141358,0
3968,Headline 3968,Jane Smith,Content of news article 3968,News Source 1,2021-09-18 18:00:00,19,4180,8,-0.9297074990663978,0
3969,Headline 3969,Reporter X,Content of news article 3969,News Source 1,2021-09-19 00:00:00,14,1936,15,-0.22895950021080824,0
3970,Headline 3970,Jane Smith,Content of news article 3970,Independent,2021-09-19 06:00:00,53,1229,9,0.4117296182311596,1
3971,Headline 3971,John Doe,Content of news article 3971,Independent,2021-09-19 12:00:00,79,2556,9,-0.17127003744304847,1
3972,Headline 3972,Reporter X,Content of news article 3972,Blog,2021-09-19 18:00:00,81,3671,3,-0.856424721435378,0
